,User-ID,ISBN,Book-Rating
228771,52853,044021145X,0
228773,52853,0440211727,0
228775,52853,0440214041,0
228778,52853,0440221471,0
228779,52853,0440222656,8
228785,52853,0440236673,0
228789,52853,044023722X,0
228814,52853,0446605239,0
228819,52853,0446608955,0
228821,52853,0446610038,0
228822,52853,0446611212,0
228825,52853,0446672211,0
228888,52853,0515131229,7
228962,52853,0671001795,0
228970,52853,0671027360,0
229011,52853,0679781587,8
229186,52917,0060392452,0
229195,52917,0060928336,4
229235,52917,0312278586,0
229247,52917,0345380371,0
229248,52917,0345387651,7
229294,52917,0385484518,0
229296,52917,0385504209,0
229322,52917,0440222656,0
229325,52917,0440241073,6
229349,52917,0449212602,8
229384,52917,0553268880,0
229390,52917,0553572997,0
229454,52917,0804106304,7
229455,52917,080410753X,0
229530,52917,0971880107,0
229970,53174,0060502258,0
229973,53174,0060928336,0
230002,53174,0142001740,0
230013,53174,0312195516,10
230015,53174,0312291639,0
230032,53174,0316601950,10
230049,53174,0345313860,9
230059,53174,0345337662,0
230060,53174,0345339703,0
230068,53174,0345351525,0
230069,53174,0345353145,0
230097,53174,0345417623,10
230130,53174,0375707972,10
230131,53174,0375727345,0
230168,53174,0385504209,10
230211,53174,0440206154,10
230215,53174,0440213525,0
230223,53174,0440222656,0
230227,53174,0440226430,0
230252,53174,0446364193,7
230262,53174,0446605239,10
230267,53174,0446610038,0
230269,53174,0446612545,0
230347,53174,0553268880,9
230352,53174,0553279912,0
230400,53174,0671003755,0
230435,53174,0679746048,9
230443,53174,0684872153,0
230534,53174,0971880107,0
233856,54218,0060502258,0
233857,54218,0060938455,0
233880,54218,0345337662,0
233881,54218,0345391055,0
234209,54218,044651652X,0
237964,55490,0345313860,10
237966,55490,0345337662,7
237994,55490,0380789035,10
238054,55490,0446611212,9
238321,55492,0060502258,5
238329,55492,0060934417,0
238338,55492,006101351X,0
238483,55492,0142001740,0
238564,55492,0312305060,4
238607,55492,0316096199,0
238611,55492,0316569321,0
238615,55492,0316666343,0
238639,55492,0345313860,0
238647,55492,0345337662,0
238648,55492,0345339681,0
238651,55492,0345342968,0
238654,55492,0345351525,0
238658,55492,0345361792,0
238663,55492,0345370775,0
238672,55492,0345380371,0
239104,55492,0380730138,0
239108,55492,0380731851,0
239151,55492,0385265700,0
239163,55492,0385484518,0
239312,55492,043935806X,9
239358,55492,044021145X,0
239359,55492,0440211727,0
239365,55492,0440213525,0
239368,55492,0440214041,0
239378,55492,0440221471,0
239379,55492,044022165X,0
239381,55492,0440222656,0
239386,55492,0440224675,0
239388,55492,0440224764,0
239403,55492,0440234743,0
239414,55492,0440241073,0
239467,55492,0446310786,0
239482,55492,0446364193,0
239494,55492,044651652X,7
239512,55492,0446605239,0
239521,55492,0446606812,0
239530,55492,0446608955,0
239533,55492,0446610038,0
239537,55492,0446611212,0
239541,55492,0446672211,0
239568,55492,0449212602,0
239761,55492,0452282152,8
239762,55492,0452282829,0
239850,55492,0515131229,0
239995,55492,0553268880,0
240015,55492,0553279912,0
240107,55492,059035342X,10
240151,55492,0671001795,0
240176,55492,0671027360,0
240287,55492,067976402X,0
240288,55492,0679781587,0
240415,55492,0804106304,0
240416,55492,080410753X,0
240420,55492,0804114986,0
240529,55492,0842329129,0
240619,55492,0971880107,0
240672,55492,1558743669,0
240970,55548,0060928336,9
240972,55548,0060930535,0
240973,55548,0060938455,0
240974,55548,0060976845,0
241000,55548,0142001740,10
241008,55548,0312195516,0
241038,55548,0345313860,0
241043,55548,0345337662,0
241045,55548,0345342968,0
241048,55548,0345351525,0
241049,55548,0345353145,0
241053,55548,0345378490,0
241055,55548,0345380371,0
241057,55548,0345387651,0
241058,55548,0345391055,0
241096,55548,0380731851,0
241119,55548,0385492081,0
241199,55548,0440206154,0
241200,55548,044021145X,0
241201,55548,0440211727,0
241204,55548,0440214041,0
241208,55548,0440220602,0
241211,55548,0440221471,0
241212,55548,044022165X,0
241213,55548,0440222656,0
241215,55548,0440224675,0
241232,55548,0446310786,10
241246,55548,044651652X,0
241254,55548,0446605239,0
241258,55548,0446608955,0
241259,55548,0446610038,0
241367,55548,0553268880,0
241480,55548,0679429220,0
241492,55548,0679746048,0
241493,55548,067976402X,0
241504,55548,068484477X,0
241518,55548,0743418174,0
241538,55548,080410526X,0
241539,55548,0804106304,0
241541,55548,0804114986,0
244294,56271,0440222656,0
244586,56271,0971880107,0
245522,56399,0345313860,0
245527,56399,0345351525,0
245528,56399,0345361792,9
245530,56399,0345370775,10
245537,56399,0345417623,0
245598,56399,0440222656,0
245830,56399,067976402X,0
246207,56399,0971880107,5
246462,56447,0060392452,0
246469,56447,0060928336,8
246473,56447,0060938455,0
246477,56447,0060976845,0
246479,56447,0060987103,0
246609,56447,0312278586,7
246623,56447,0316666343,8
246627,56447,0316776963,7
246638,56447,0345337662,0
246650,56447,0345380371,0
246725,56447,0380789035,7
246749,56447,0385484518,0
246752,56447,0385722206,0
246785,56447,0439064872,8
246798,56447,044021145X,0
246799,56447,0440211727,0
246853,56447,0446605239,0
246854,56447,0446606812,0
246856,56447,0446672211,0
246871,56447,0449212602,0
247030,56447,059035342X,7
247138,56447,0671003755,8
247223,56447,0679781587,0
247324,56447,080410526X,0
247326,56447,0804106304,0
247334,56447,0805063897,0
247406,56447,0842329129,6
248312,56856,0060392452,8
248330,56856,006101351X,0
248369,56856,0142000205,0
248401,56856,0312305060,0
248416,56856,0316601950,0
248417,56856,0316769487,9
248435,56856,0345339703,0
248438,56856,0345342968,0
248441,56856,0345353145,0
248447,56856,0345370775,0
248452,56856,0345380371,0
248458,56856,0345391055,0
248465,56856,0345417623,0
248477,56856,0345443284,0
248498,56856,0375727345,0
248515,56856,0380731851,0
248520,56856,0380789035,0
248531,56856,0385265700,0
248535,56856,0385492081,0
248539,56856,0385720106,0
248621,56856,0440206154,0
248623,56856,044021145X,7
248624,56856,0440211727,0
248627,56856,0440214041,7
248631,56856,0440220602,9
248633,56856,0440221471,8
248634,56856,044022165X,10
248635,56856,0440222656,0
248640,56856,0440224675,0
248641,56856,0440224764,7
248648,56856,0440236673,0
248681,56856,0446364193,0
248707,56856,0446672211,8
248900,56856,0553572997,0
248928,56856,0671021001,0
248989,56856,0679429220,0
249002,56856,067976402X,0
249006,56856,0679781587,0
249032,56856,0684874350,10
249102,56856,0804106304,0
249198,56856,0971880107,0
249410,56959,0060934417,0
249417,56959,006101351X,0
249603,56959,0312983271,0
249616,56959,0316666343,8
249617,56959,0316776963,10
249742,56959,0385722206,0
250121,56959,0671001795,10
250128,56959,0671027360,0
250141,56959,0671510053,10
250195,56959,067976402X,0
250482,56959,0971880107,0
250488,56959,1400034779,0
255718,59172,0060928336,0
255762,59172,0316284955,0
255764,59172,0316666343,0
255773,59172,0345353145,0
255776,59172,0345387651,0
255779,59172,0345417623,10
255905,59172,0440211727,0
255920,59172,0440225701,0
255929,59172,0446310786,10
255935,59172,0446364193,0
255949,59172,0446606812,0
255952,59172,0446608955,0
255954,59172,0446610038,0
255957,59172,0446611212,0
256025,59172,0515131229,8
256055,59172,0553572997,0
256070,59172,059035342X,0
256149,59172,0679781587,0
256198,59172,0786868716,0
259398,60244,0060392452,8
259400,60244,0060502258,8
259447,60244,0060928336,8
259449,60244,0060930535,0
259466,60244,0060976845,0
259471,60244,0060987103,7
259476,60244,006101351X,0
259612,60244,0140293248,8
259682,60244,0142001740,8
259723,60244,0156027321,0
259769,60244,0312195516,7
259787,60244,0312278586,8
259795,60244,0312305060,0
259830,60244,0312983271,7
259837,60244,0316096199,0
259850,60244,0316284955,8
259857,60244,0316601950,0
259858,60244,0316666343,0
259862,60244,0316769487,7
259863,60244,0316776963,0
259884,60244,0345339681,10
259885,60244,0345339703,0
259889,60244,0345342968,9
259898,60244,0345370775,0
260047,60244,0375700757,6
260063,60244,0375707972,0
260071,60244,0375725784,0
260073,60244,0375726403,0
260075,60244,0375727345,7
260120,60244,0380730138,0
260164,60244,0385265700,0
260197,60244,0385484518,0
260204,60244,0385492081,0
260222,60244,0385720106,8
260342,60244,0439064872,0
260378,60244,0440226430,0
260389,60244,044023722X,0
260436,60244,0446310786,0
260442,60244,044651652X,0
260459,60244,0446606812,0
260464,60244,0446611212,0
260466,60244,0446612545,0
260473,60244,0446672211,0
260572,60244,0452282152,0
260574,60244,0452282829,0
260636,60244,0553279912,0
260681,60244,059035342X,0
260791,60244,0671001795,9
260792,60244,0671003755,0
260797,60244,0671027360,0
260853,60244,0679429220,7
260899,60244,0679746048,7
260916,60244,067976402X,0
260926,60244,0679781587,8
260963,60244,068484477X,0
260983,60244,0684872153,0
261063,60244,0743237188,8
261075,60244,0743418174,8
261199,60244,080410526X,0
261200,60244,0804106304,8
261207,60244,0804114986,8
261301,60244,0842329129,5
261398,60244,0971880107,0
261407,60244,1400034779,9
261436,60244,1558743669,0
261727,60277,0060930535,0
261730,60277,0060987103,0
261835,60277,0345443284,0
261898,60277,0446310786,0
262234,60277,059035342X,0
262237,60277,0671021001,0
262241,60277,0671510053,0
262262,60277,068484477X,0
262276,60277,080410526X,0
262307,60277,0971880107,0
266051,61619,0060934417,0
266057,61619,0060976845,0
266101,61619,0156027321,0
266116,61619,0312291639,0
266118,61619,0312305060,0
266129,61619,0316666343,0
266140,61619,0345361792,0
266145,61619,0345387651,0
266175,61619,0375726403,0
266301,61619,0440220602,0
266302,61619,0440221471,0
266303,61619,0440222656,5
266306,61619,0440224764,0
266310,61619,0440241073,0
266320,61619,044651652X,0
266329,61619,0446612545,0
266335,61619,0446672211,0
266456,61619,0671021001,0
266463,61619,0671510053,0
266529,61619,068484477X,0
266535,61619,0684874350,0
266620,61619,1400034779,0
273344,63714,0971880107,0
277464,65258,0142000205,7
277474,65258,0316284955,9
277476,65258,0316666343,0
277495,65258,0345339681,10
277594,65258,044651652X,7
277653,65258,0671027360,6
277772,65258,0971880107,6
286309,68555,0060928336,10
286311,68555,0060930535,0
286313,68555,0060934417,0
286315,68555,0060959037,0
286337,68555,014028009X,4
286341,68555,0142000205,0
286351,68555,0156027321,0
286360,68555,0312195516,10
286364,68555,0312305060,0
286375,68555,0316569321,0
286376,68555,0316601950,0
286382,68555,0316769487,0
286389,68555,0345339681,0
286390,68555,0345342968,0
286392,68555,0345361792,0
286415,68555,0375700757,0
286417,68555,0375706771,0
286418,68555,0375707972,0
286420,68555,0375726403,0
286432,68555,0380731851,0
286438,68555,0380789035,0
286441,68555,0385265700,0
286456,68555,0385484518,0
286462,68555,0385504209,10
286522,68555,0440214041,8
286530,68555,0440220602,7
286533,68555,0440221471,7
286535,68555,0440222656,0
286538,68555,0440224764,7
286542,68555,0440225701,7
286544,68555,0440226430,0
286552,68555,0440236673,7
286558,68555,044023722X,4
286559,68555,0440241073,0
286585,68555,0446605239,8
286587,68555,0446606812,0
286592,68555,0446608955,0
286597,68555,0446672211,0
286639,68555,0452282152,0
286640,68555,0452282829,0
286657,68555,0515131229,0
286716,68555,0671003755,0
286719,68555,0671027360,0
286766,68555,067976402X,0
286767,68555,0679781587,0
286776,68555,068484477X,0
286833,68555,0842329129,0
286878,68555,0971880107,0
286911,68555,1558743669,0
287822,69042,006101351X,0
287843,69042,0156027321,0
287900,69042,0345353145,9
287906,69042,0345361792,0
287912,69042,0345378490,0
287913,69042,0345380371,0
287918,69042,0345391055,0
287953,69042,0380731851,0
288048,69042,0440206154,0
288054,69042,0440211727,0
288057,69042,0440214041,0
288065,69042,0440221471,0
288066,69042,044022165X,0
288067,69042,0440222656,0
288119,69042,0446364193,0
288239,69042,0553268880,0
288536,69042,0971880107,0
288721,69078,0060938455,8
288724,69078,0060976845,0
288808,69078,0312278586,5
288816,69078,0316666343,7
288817,69078,0316776963,0
288826,69078,0345342968,9
288834,69078,0345417623,0
288864,69078,0375700757,9
288877,69078,0380731851,0
288898,69078,0385504209,0
289027,69078,0671003755,7
289061,69078,0679429220,8
289089,69078,067976402X,0
289091,69078,0679781587,8
289108,69078,068484477X,8
289119,69078,0684874350,9
289131,69078,0743418174,6
289738,69232,0060930535,0
289776,69232,0345370775,0
289777,69232,0345378490,0
289778,69232,0345380371,0
289779,69232,0345391055,0
289782,69232,0345417623,0
289843,69232,0385504209,0
289888,69232,043935806X,0
289904,69232,044021145X,0
289905,69232,0440211727,10
289909,69232,0440213525,0
289910,69232,0440214041,0
289914,69232,0440221471,0
289916,69232,0440222656,10
289919,69232,0440224764,0
289923,69232,0440225701,0
289925,69232,0440234743,0
289928,69232,044023722X,0
289943,69232,044651652X,9
289955,69232,0446605239,0
289957,69232,0446606812,0
289960,69232,0446610038,0
289977,69232,0449212602,0
290053,69232,0553268880,0
290094,69232,0671027360,0
290184,69232,0971880107,0
290452,69355,0060987103,0
290454,69355,006101351X,0
290520,69355,0316601950,0
290532,69355,0345337662,0
290533,69355,0345351525,0
290547,69355,0345443284,0
290578,69355,0375727345,0
290695,69355,0440211727,0
290697,69355,0440214041,0
290699,69355,0440220602,0
290700,69355,0440221471,0
290704,69355,0440225701,0
290748,69355,0446608955,0
290749,69355,0446610038,0
290752,69355,0446611212,0
290769,69355,0449212602,7
290984,69355,0671021001,0
291035,69355,0679429220,0
291050,69355,068484477X,0
292362,69697,0060928336,0
292365,69697,0060976845,0
292388,69697,0140293248,0
292390,69697,0142001740,0
292395,69697,0312291639,0
292426,69697,0312983271,0
292442,69697,0316284955,0
292454,69697,0345391055,0
292463,69697,0345443284,0
293184,69697,0385335482,0
293266,69697,043935806X,10
293273,69697,0440214041,0
293285,69697,0440222656,0
293566,69697,0515131229,0
293716,69697,059035342X,0
293720,69697,0671001795,0
293750,69697,0671027360,0
293831,69697,0684872153,0
293846,69697,0743418174,0
293944,69697,0804114986,0
295188,69971,0060987103,0
295212,69971,0142001740,9
295216,69971,0156027321,8
295252,69971,0316666343,0
295281,69971,0345342968,0
295296,69971,0345378490,0
295302,69971,0345417623,4
295366,69971,0385722206,9
295432,69971,044023722X,3
295585,69971,0671021001,0
295607,69971,0679781587,0
295641,69971,0804106304,8
295642,69971,080410753X,10
295771,69971,0971880107,0
304364,72992,0971880107,0
305898,73394,0060502258,0
305936,73394,0060928336,0
305939,73394,0060938455,0
305941,73394,0060976845,0
305942,73394,0060987103,0
305956,73394,006101351X,0
306039,73394,0140293248,0
306055,73394,0142000205,0
306075,73394,0156027321,0
306093,73394,0312278586,0
306101,73394,0312291639,0
306153,73394,0316096199,0
306162,73394,0316666343,0
306187,73394,0345339681,10
306193,73394,0345387651,10
306315,73394,0375707972,0
306317,73394,0375726403,0
306339,73394,0380731851,0
306515,73394,0440211727,0
306541,73394,0440226104,0
306542,73394,0440226430,0
306596,73394,0446605239,0
306599,73394,0446606812,0
306626,73394,0446672211,0
306779,73394,0452282152,0
307062,73394,067976402X,0
307311,73394,0786868716,10
307483,73394,0971880107,0
307485,73394,1400034779,0
313292,75591,0060392452,10
313300,75591,0060938455,0
313307,75591,0060976845,7
313334,75591,0142001740,0
313414,75591,0375727345,6
313447,75591,0385722206,7
313471,75591,043935806X,0
313564,75591,059035342X,10
313582,75591,0671510053,9
313598,75591,0679429220,10
313613,75591,0679746048,10
314472,75860,0061009059,0
314502,75860,0312305060,0
314512,75860,0312983271,7
314524,75860,0345361792,0
314632,75860,0380789035,8
314658,75860,0385504209,0
314661,75860,0385720106,0
314692,75860,0440211727,0
314696,75860,0440226430,8
314723,75860,0446672211,0
314746,75860,0452282152,0
314764,75860,0553268880,0
314842,75860,0786868716,0
314847,75860,080410526X,0
314851,75860,0804114986,0
316382,76352,0060502258,0
316412,76352,0060934417,6
316440,76352,006101351X,0
316537,76352,0142001740,0
316541,76352,0156027321,0
316554,76352,0312291639,0
316628,76352,0312983271,0
316648,76352,0316601950,0
316690,76352,0345313860,0
316714,76352,0345337662,0
316719,76352,0345342968,9
316729,76352,0345351525,0
316731,76352,0345353145,0
316738,76352,0345361792,0
316750,76352,0345370775,0
316756,76352,0345378490,0
316760,76352,0345380371,0
316769,76352,0345387651,0
316774,76352,0345391055,0
316797,76352,0345417623,0
316821,76352,0345443284,0
317063,76352,0375706771,0
317066,76352,0375727345,0
317142,76352,0380731851,0
317282,76352,0385504209,0
317285,76352,0385720106,0
317524,76352,0439064872,0
317638,76352,0440206154,0
317657,76352,044021145X,0
317660,76352,0440211727,0
317673,76352,0440213525,0
317676,76352,0440214041,0
317696,76352,0440220602,0
317700,76352,0440221471,0
317703,76352,044022165X,0
317705,76352,0440222656,0
317713,76352,0440224675,0
317717,76352,0440224764,0
317727,76352,0440225701,0
317734,76352,0440226104,0
317737,76352,0440226430,0
317740,76352,0440234743,0
317753,76352,0440236673,0
317761,76352,044023722X,0
317769,76352,0440241073,0
317864,76352,0446364193,0
317892,76352,044651652X,0
317929,76352,0446605239,0
317949,76352,0446610038,0
317968,76352,0446612545,0
317976,76352,0446672211,0
318498,76352,0515131229,0
318651,76352,0553268880,0
318793,76352,0553572997,0
318868,76352,059035342X,0
318911,76352,0671001795,0
318918,76352,0671003755,0
318948,76352,0671027360,0
319151,76352,067976402X,0
319188,76352,0743237188,0
319200,76352,0743418174,0
319309,76352,080410526X,0
319508,76352,0842329129,8
319601,76352,0971880107,0
319603,76352,1400034779,0
320917,76499,0671021001,5
321659,76626,0060392452,0
321665,76626,0060928336,0
321671,76626,0060938455,0
321823,76626,0140293248,0
321986,76626,0156027321,9
322072,76626,0316284955,0
322095,76626,0316769487,0
322096,76626,0316776963,0
322241,76626,0380789035,9
322258,76626,0385504209,0
322337,76626,043935806X,7
322338,76626,0440206154,5
322354,76626,0446310786,10
322360,76626,044651652X,0
322375,76626,0452282152,0
322595,76626,0743418174,0
322770,76626,1400034779,0
322778,76626,1558743669,0
323765,76942,0060934417,0
323766,76942,0060959037,0
323787,76942,0142001740,0
323790,76942,0156027321,0
323803,76942,0316569321,6
323845,76942,0345417623,0
323859,76942,0375727345,0
323869,76942,0380730138,0
323886,76942,0385722206,0
323953,76942,044022165X,0
323956,76942,0440224675,0
323957,76942,0440234743,0
323960,76942,0440236673,0
323989,76942,0446364193,0
323999,76942,0446605239,0
324001,76942,0446606812,0
324105,76942,0671027360,0
324136,76942,0679429220,0
324142,76942,068484477X,0
324150,76942,080410753X,0
324178,76942,0842329129,0
324193,76942,0971880107,0
326069,77809,0060928336,10
326070,77809,0060930535,8
326071,77809,0060987103,6
326093,77809,0142001740,0
326103,77809,0156027321,0
326132,77809,0316569321,0
326133,77809,0316666343,5
326135,77809,0316776963,0
326142,77809,0345370775,0
326143,77809,0345387651,0
326162,77809,0375706771,0
326164,77809,0375726403,0
326172,77809,0380789035,0
326188,77809,0385492081,0
326193,77809,0385720106,0
326221,77809,0440226430,0
326222,77809,044023722X,0
326239,77809,044651652X,0
326256,77809,0452282152,7
326326,77809,0671021001,5
326338,77809,0679429220,10
326343,77809,0679746048,0
326344,77809,067976402X,0
326346,77809,0679781587,0
326364,77809,0743237188,0
326366,77809,0743418174,0
326396,77809,0786868716,0
326400,77809,0804114986,0
326432,77809,0971880107,0
326729,77940,0312291639,0
327060,77940,044023722X,0
327074,77940,0446606812,0
327165,77940,0515131229,0
329212,78783,0060928336,0
329214,78783,0060930535,0
329215,78783,0060934417,0
329217,78783,0060938455,0
329222,78783,0060976845,0
329232,78783,0061009059,0
329241,78783,006101351X,0
329305,78783,0140293248,7
329309,78783,0142000205,0
329311,78783,0142001740,0
329396,78783,0312983271,0
329409,78783,0316096199,0
329413,78783,0316284955,0
329415,78783,0316601950,0
329417,78783,0316666343,10
329442,78783,0345337662,0
329453,78783,0345361792,0
329458,78783,0345370775,0
329468,78783,0345387651,0
329471,78783,0345391055,0
329497,78783,0345443284,8
329639,78783,0375706771,0
329640,78783,0375707972,0
329642,78783,0375726403,0
329643,78783,0375727345,0
329670,78783,0380730138,0
329672,78783,0380731851,0
329772,78783,0385265700,0
329780,78783,0385335482,8
329797,78783,0385504209,0
329798,78783,0385720106,9
329927,78783,0440206154,0
329935,78783,0440211727,0
329940,78783,0440214041,0
329952,78783,0440220602,0
329955,78783,0440221471,0
329959,78783,0440222656,9
329973,78783,0440226104,0
329977,78783,0440226430,0
330044,78783,044651652X,0
330064,78783,0446605239,0
330072,78783,0446606812,0
330078,78783,0446608955,0
330085,78783,0446612545,0
330092,78783,0446672211,0
330120,78783,0449212602,0
330253,78783,0452282829,0
330326,78783,0515131229,0
330453,78783,0553572997,0
330517,78783,0671001795,0
330543,78783,0671021001,0
330547,78783,0671027360,0
330686,78783,067976402X,0
330705,78783,068484477X,0
330711,78783,0684872153,9
330729,78783,0743237188,0
330821,78783,080410753X,0
330836,78783,0804114986,0
330847,78783,0805063897,9
330914,78783,0842329129,0
330946,78783,1400034779,0
331016,78783,1558743669,10
331110,78834,0060392452,0
331121,78834,0060928336,0
331130,78834,0060976845,0
331136,78834,006101351X,0
331172,78834,014028009X,7
331175,78834,0140293248,0
331187,78834,0142000205,0
331190,78834,0142001740,0
331214,78834,0312195516,0
331237,78834,0316096199,0
331246,78834,0316769487,10
331247,78834,0316776963,10
331266,78834,0345342968,0
331280,78834,0345387651,0
331314,78834,0375700757,0
331343,78834,0380730138,0
331348,78834,0380789035,0
331372,78834,0385492081,0
331378,78834,0385720106,0
331415,78834,0439064872,0
331421,78834,043935806X,10
331441,78834,0440226430,0
331443,78834,0440234743,0
331464,78834,0446364193,0
331475,78834,0446606812,0
331480,78834,0446610038,0
331483,78834,0446611212,0
331487,78834,0446672211,0
331574,78834,0553572997,0
331601,78834,059035342X,0
331703,78834,0671021001,0
331706,78834,0671027360,0
331752,78834,067976402X,0
331758,78834,0679781587,0
331775,78834,0684872153,0
331839,78834,0786868716,0
331882,78834,0842329129,0
331913,78834,0971880107,0
331918,78834,1400034779,0
332579,78973,0380731851,0
332595,78973,0385504209,0
332598,78973,0385722206,0
332641,78973,043935806X,0
332659,78973,0440234743,7
332691,78973,0446611212,8
332798,78973,0671027360,0
332874,78973,0743418174,9
333025,78973,0971880107,0
333482,79186,0060928336,0
333483,79186,0060930535,0
333521,79186,0316096199,0
333523,79186,0316666343,0
333535,79186,0345417623,0
333601,79186,0385492081,0
333653,79186,044021145X,0
333658,79186,0440222656,0
333661,79186,0440224764,0
333665,79186,0440234743,0
333669,79186,0440236673,0
333670,79186,044023722X,0
333677,79186,0446310786,0
333691,79186,0446610038,0
333694,79186,0446611212,0
333726,79186,0452282152,0
333781,79186,0671001795,0
333815,79186,0743237188,0
333893,79186,0971880107,0
333914,79186,1558743669,0
341232,81492,0060930535,0
341253,81492,014028009X,0
341273,81492,0312278586,8
341283,81492,0312983271,0
341286,81492,0316096199,9
341288,81492,0316601950,0
341290,81492,0316666343,9
341299,81492,0345339703,9
341301,81492,0345342968,9
341303,81492,0345378490,0
341305,81492,0345391055,0
341311,81492,0345417623,10
341453,81492,0375706771,0
341464,81492,0380789035,8
341519,81492,0439064872,8
341530,81492,0440211727,0
341531,81492,0440222656,0
341534,81492,0440224675,0
341566,81492,0446606812,0
341571,81492,0446608955,0
341577,81492,0446672211,0
341609,81492,0452282829,0
341652,81492,0553268880,0
341688,81492,059035342X,9
341713,81492,0671003755,0
341756,81492,0679746048,9
341757,81492,067976402X,0
341785,81492,0743418174,10
341810,81492,0786868716,0
341905,81492,0971880107,0
341906,81492,1400034779,0
346222,82831,0060392452,0
346277,82831,0316769487,0
346338,82831,0385335482,0
346341,82831,0385484518,0
346367,82831,043935806X,0
346374,82831,0440211727,0
346375,82831,0440213525,0
346376,82831,0440214041,0
346380,82831,0440220602,0
346383,82831,0440221471,0
346384,82831,0440222656,0
346385,82831,0440224675,0
346398,82831,0449212602,0
346510,82831,0684874350,0
346541,82831,080410526X,0
346581,82831,0971880107,7
346832,82893,0345337662,0
346835,82893,0345353145,0
346852,82893,0345378490,0
346854,82893,0345380371,0
346856,82893,0345391055,0
346880,82893,0385484518,0
346882,82893,0385504209,10
346944,82893,0440211727,0
346945,82893,0440221471,0
346948,82893,0440224675,0
346950,82893,0440234743,0
346970,82893,0446364193,0
347114,82893,0671027360,10
347157,82893,0679429220,0
347263,82893,0971880107,0
349420,83637,0060928336,9
349422,83637,0060930535,0
349465,83637,0142000205,0
349488,83637,0316666343,0
349493,83637,0345342968,0
349508,83637,0345443284,0
349539,83637,0385504209,0
349588,83637,0440214041,0
349670,83637,059035342X,0
349677,83637,0671003755,0
349710,83637,0684874350,6
350733,84024,0061009059,0
350761,84024,0156027321,0
350767,84024,0312195516,0
350768,84024,0312291639,0
350898,84024,0440222656,0
350901,84024,0440224675,0
350902,84024,0440234743,0
350915,84024,0446364193,0
350930,84024,0446605239,0
350942,84024,0446610038,9
350943,84024,0446611212,0
351015,84024,059035342X,0
351030,84024,0671001795,0
351033,84024,0671021001,0
351035,84024,0671510053,5
351050,84024,0679429220,0
351054,84024,0684872153,0
351065,84024,080410753X,0
351088,84024,0971880107,0
354428,85526,0060930535,8
354432,85526,0060934417,0
354434,85526,0060938455,0
354463,85526,0140293248,0
354471,85526,0142001740,0
354486,85526,0312195516,8
354496,85526,0316601950,0
354506,85526,0345342968,0
354507,85526,0345361792,0
354512,85526,0345443284,0
354522,85526,0375707972,0
354525,85526,0375726403,9
354546,85526,0385492081,0
354559,85526,0385720106,8
354562,85526,0385722206,0
354589,85526,044651652X,5
354595,85526,0452282152,7
354623,85526,0671510053,7
354669,85526,0679781587,8
354675,85526,068484477X,0
354680,85526,0684872153,0
354741,85526,0786868716,0
354746,85526,080410526X,8
354747,85526,0804106304,0
354748,85526,080410753X,0
355039,85656,0061009059,0
355043,85656,006101351X,0
355069,85656,0316284955,0
355085,85656,0345378490,9
355165,85656,0385504209,0
355191,85656,0440226430,0
355221,85656,0446610038,0
355347,85656,059035342X,0
355371,85656,067976402X,0
355391,85656,0804106304,0
358300,86243,0060976845,0
358377,86243,0156027321,9
358414,86243,0316284955,0
358447,86243,0345313860,0
358453,86243,0345351525,0
358521,86243,0440213525,0
358565,86243,0452282152,0
358778,86243,0971880107,6
361042,87141,006101351X,0
361152,87141,0316284955,0
361154,87141,0316601950,0
361157,87141,0316769487,0
361174,87141,0345337662,0
361177,87141,0345353145,0
361184,87141,0345370775,0
361188,87141,0345378490,7
361189,87141,0345380371,0
361195,87141,0345387651,0
361200,87141,0345391055,8
361212,87141,0345417623,0
361271,87141,0380730138,0
361460,87141,0439064872,0
361463,87141,043935806X,0
361470,87141,0440206154,0
361473,87141,044021145X,8
361474,87141,0440211727,8
361475,87141,0440213525,8
361477,87141,0440214041,0
361483,87141,0440220602,8
361486,87141,0440221471,0
361487,87141,044022165X,0
361497,87141,0440224675,0
361505,87141,0440236673,8
361508,87141,044023722X,0
361539,87141,0446364193,0
361546,87141,044651652X,0
361578,87141,0446606812,0
361590,87141,0446610038,0
361593,87141,0446611212,0
361732,87141,0515131229,0
361784,87141,0553268880,0
361796,87141,0553279912,0
361860,87141,059035342X,10
361888,87141,0671021001,0
362015,87141,067976402X,0
362100,87141,080410526X,0
362173,87141,0842329129,8
363192,87555,0060392452,10
363217,87555,0060928336,0
363218,87555,0060930535,0
363223,87555,0060938455,10
363236,87555,0060976845,0
363352,87555,0140293248,0
363376,87555,0142000205,9
363381,87555,0142001740,0
363459,87555,0316284955,0
363465,87555,0316666343,0
363468,87555,0316769487,0
363471,87555,0316776963,0
363483,87555,0345313860,8
363489,87555,0345337662,7
363490,87555,0345339681,7
363491,87555,0345342968,0
363495,87555,0345351525,7
363499,87555,0345353145,0
363501,87555,0345361792,0
363507,87555,0345370775,0
363546,87555,0375700757,0
363560,87555,0375706771,0
363564,87555,0375726403,0
363565,87555,0375727345,0
363586,87555,0380730138,0
363588,87555,0380731851,0
363591,87555,0380789035,0
363629,87555,0385484518,10
363633,87555,0385492081,0
363650,87555,0385720106,0
363748,87555,0440206154,0
363749,87555,044021145X,0
363752,87555,0440224675,0
